time,x,y,theta,q1,q2,q3,q4
1.95,-0.0583518,0.134007,-1.56952,0.477436,2.64884,2.64762,0.492894
1.952,-0.0583498,0.134009,-1.56954,0.477564,2.64881,2.64761,0.492956
1.954,-0.0583488,0.13401,-1.56957,0.477693,2.64878,2.6476,0.49301
1.956,-0.0583487,0.134011,-1.56958,0.477824,2.64876,2.64759,0.493055
1.958,-0.0583495,0.134011,-1.56959,0.477957,2.64874,2.64758,0.493094
1.96,-0.0583511,0.134011,-1.5696,0.478091,2.64872,2.64758,0.493125
1.962,-0.0583534,0.134011,-1.5696,0.478226,2.6487,2.64757,0.493151
1.964,-0.0583565,0.134011,-1.5696,0.478363,2.64869,2.64756,0.493171
1.966,-0.0583602,0.13401,-1.56959,0.478501,2.64868,2.64756,0.493187
1.968,-0.0583644,0.134009,-1.56959,0.478641,2.64866,2.64755,0.493197
1.97,-0.0583692,0.134008,-1.56957,0.478782,2.64865,2.64755,0.493204
1.972,-0.0583745,0.134007,-1.56956,0.478923,2.64864,2.64754,0.493207
1.974,-0.0583802,0.134005,-1.56955,0.479066,2.64864,2.64754,0.493207
1.976,-0.0583862,0.134004,-1.56953,0.47921,2.64863,2.64754,0.493204
1.978,-0.0583926,0.134002,-1.56951,0.479354,2.64862,2.64754,0.493199
1.98,-0.0583993,0.134,-1.56949,0.4795,2.64862,2.64753,0.493192
1.982,-0.0584062,0.133999,-1.56947,0.479646,2.64861,2.64753,0.493183
1.984,-0.0584133,0.133997,-1.56945,0.479792,2.64861,2.64753,0.493172
1.986,-0.0584206,0.133995,-1.56943,0.47994,2.6486,2.64753,0.49316
1.988,-0.0584281,0.133993,-1.56941,0.480087,2.6486,2.64753,0.493147
1.99,-0.0584357,0.133991,-1.56939,0.480236,2.6486,2.64753,0.493134
1.992,-0.0584434,0.133989,-1.56937,0.480384,2.64859,2.64753,0.493119
1.994,-0.0584511,0.133987,-1.56935,0.480533,2.64859,2.64753,0.493104
1.996,-0.0584589,0.133986,-1.56933,0.480682,2.64859,2.64753,0.493089
1.998,-0.0584668,0.133984,-1.56931,0.480831,2.64858,2.64753,0.493074
2,-0.0584746,0.133982,-1.56929,0.48098,2.64858,2.64753,0.493058
