time,q_x,q_z,q_pitch,q_lh,q_lk,q_rh,q_rk,v_x,v_z,v_pitch,v_lh,v_lk,v_rh,v_rk,tau_lh,tau_lk,tau_rh,tau_rk
17.8710,0.438445,0.479833,-0.016938,1.005795,-1.372723,0.452066,-1.399388,-0.199867,-0.000302,-0.002131,-0.306941,-0.383734,-0.711312,0.345024,-4.071483,3.849050,3.737153,7.299942
17.8810,0.436450,0.479830,-0.016967,1.002710,-1.376510,0.444960,-1.395900,-0.199180,-0.000233,-0.003367,-0.309893,-0.374793,-0.710083,0.351944,-4.080640,3.946012,3.753921,7.205539
17.8910,0.434462,0.479828,-0.017006,0.999593,-1.380211,0.437864,-1.392342,-0.198577,-0.000183,-0.004416,-0.313029,-0.366276,-0.709332,0.358873,-4.087703,4.047763,3.767312,7.106910
17.9010,0.432479,0.479827,-0.017055,0.996445,-1.383829,0.430773,-1.388715,-0.198048,-0.000148,-0.005297,-0.316333,-0.358126,-0.709005,0.365821,-4.092528,4.153934,3.777371,7.004519
17.9110,0.430501,0.479825,-0.017113,0.993263,-1.387367,0.423683,-1.385019,-0.197582,-0.000126,-0.006024,-0.319790,-0.350280,-0.709081,0.372812,-4.088862,4.268013,3.778003,6.896431
17.9210,0.428528,0.479824,-0.017176,0.990045,-1.390828,0.416590,-1.381252,-0.197173,-0.000114,-0.006604,-0.323407,-0.342695,-0.709530,0.379861,-4.080079,4.387528,3.772732,6.784296
17.9310,0.426558,0.479823,-0.017245,0.986791,-1.394214,0.409490,-1.377414,-0.196813,-0.000110,-0.007060,-0.327162,-0.335336,-0.710289,0.386964,-4.069421,4.510155,3.764911,6.669681
17.9410,0.424591,0.479822,-0.017317,0.983498,-1.397528,0.402382,-1.373505,-0.196496,-0.000113,-0.007415,-0.331027,-0.328166,-0.711312,0.394124,-4.056771,4.635694,3.754513,6.552834
17.9510,0.422628,0.479821,-0.017393,0.980166,-1.400771,0.395262,-1.369524,-0.196215,-0.000122,-0.007690,-0.334981,-0.321156,-0.712556,0.401343,-4.042029,4.763965,3.741520,6.433974
17.9610,0.420667,0.479819,-0.017471,0.976794,-1.403944,0.388129,-1.365471,-0.195965,-0.000134,-0.007899,-0.339007,-0.314280,-0.713987,0.408622,-4.025112,4.894806,3.725915,6.313289
17.9710,0.418709,0.479818,-0.017551,0.973382,-1.407050,0.380980,-1.361344,-0.195743,-0.000150,-0.008058,-0.343087,-0.307515,-0.715576,0.415964,-4.005947,5.028071,3.707686,6.190948
17.9810,0.416753,0.479816,-0.017632,0.969928,-1.410088,0.373815,-1.357144,-0.195544,-0.000169,-0.008177,-0.347208,-0.300842,-0.717296,0.423369,-3.984474,5.163625,3.686821,6.067097
17.9910,0.414798,0.479815,-0.017715,0.966433,-1.413060,0.366632,-1.352869,-0.195365,-0.000189,-0.008266,-0.351359,-0.294245,-0.719128,0.430839,-3.960642,5.301349,3.663313,5.941866
18.0010,0.412845,0.479813,-0.017798,0.962897,-1.415967,0.359431,-1.348520,-0.195203,-0.000211,-0.008333,-0.355530,-0.287709,-0.721053,0.438375,-3.934409,5.441131,3.637157,5.815373
18.0110,0.410894,0.479810,-0.017881,0.959318,-1.418808,0.352209,-1.344094,-0.195056,-0.000232,-0.008384,-0.359712,-0.281224,-0.723056,0.445978,-3.905737,5.582873,3.608347,5.687721
18.0210,0.408944,0.479808,-0.017965,0.955698,-1.421585,0.344967,-1.339592,-0.194922,-0.000254,-0.008425,-0.363899,-0.274779,-0.725126,0.453649,-3.874599,5.726481,3.576883,5.559003
18.0310,0.406996,0.479805,-0.018050,0.952036,-1.424297,0.337704,-1.335013,-0.194798,-0.000276,-0.008460,-0.368085,-0.268367,-0.727251,0.461388,-3.840968,5.871873,3.542763,5.429303
18.0410,0.405049,0.479802,-0.018135,0.948332,-1.426946,0.330420,-1.330356,-0.194683,-0.000297,-0.008492,-0.372264,-0.261981,-0.729424,0.469196,-3.804826,6.018969,3.505988,5.298698
18.0510,0.403102,0.479799,-0.018220,0.944587,-1.429531,0.323114,-1.325621,-0.194577,-0.000318,-0.008524,-0.376432,-0.255615,-0.731637,0.477074,-3.766157,6.167700,3.466558,5.167258
18.0610,0.401157,0.479796,-0.018305,0.940800,-1.432052,0.315785,-1.320807,-0.194476,-0.000337,-0.008558,-0.380586,-0.249266,-0.733886,0.485023,-3.724946,6.317997,3.424477,5.035045
18.0710,0.399213,0.479792,-0.018391,0.936971,-1.434510,0.308433,-1.315912,-0.194381,-0.000356,-0.008595,-0.384722,-0.242929,-0.736165,0.493042,-3.681186,6.469801,3.379748,4.902118
18.0810,0.397270,0.479789,-0.018477,0.933101,-1.436904,0.301059,-1.310938,-0.194291,-0.000373,-0.008637,-0.388837,-0.236601,-0.738472,0.501132,-3.634868,6.623053,3.332374,4.768531
18.0910,0.395327,0.479785,-0.018564,0.929190,-1.439235,0.293662,-1.305881,-0.194204,-0.000390,-0.008685,-0.392929,-0.230281,-0.740804,0.509295,-3.585988,6.777699,3.282361,4.634334
18.1010,0.393386,0.479781,-0.018651,0.925238,-1.441504,0.286241,-1.300743,-0.194119,-0.000406,-0.008739,-0.396997,-0.223967,-0.743159,0.517530,-3.534542,6.933689,3.229712,4.499574
18.1110,0.391445,0.479777,-0.018739,0.921246,-1.443708,0.278796,-1.295522,-0.194038,-0.000420,-0.008799,-0.401037,-0.217657,-0.745535,0.525839,-3.480528,7.090975,3.174435,4.364294
18.1210,0.389505,0.479773,-0.018827,0.917214,-1.445850,0.271327,-1.290218,-0.193957,-0.000434,-0.008866,-0.405050,-0.211351,-0.747932,0.534222,-3.423947,7.249512,3.116533,4.228535
18.1310,0.387566,0.479768,-0.018916,0.913141,-1.447929,0.263835,-1.284829,-0.193879,-0.000447,-0.008940,-0.409033,-0.205047,-0.750350,0.542682,-3.364799,7.409256,3.056015,4.092336
18.1410,0.385627,0.479764,-0.019006,0.909029,-1.449945,0.256318,-1.279355,-0.193801,-0.000458,-0.009021,-0.412984,-0.198746,-0.752788,0.551218,-3.303086,7.570166,2.992885,3.955733
18.1510,0.383690,0.479759,-0.019096,0.904878,-1.451898,0.248777,-1.273796,-0.193723,-0.000470,-0.009108,-0.416904,-0.192447,-0.755247,0.559832,-3.238811,7.732203,2.927151,3.818760
18.1610,0.381753,0.479754,-0.019188,0.900687,-1.453788,0.241210,-1.268150,-0.193645,-0.000480,-0.009203,-0.420791,-0.186150,-0.757727,0.568527,-3.171978,7.895329,2.858819,3.681450
18.1710,0.379817,0.479749,-0.019281,0.896458,-1.455615,0.233619,-1.262416,-0.193568,-0.000490,-0.009304,-0.424644,-0.179855,-0.760230,0.577303,-3.102590,8.059506,2.787897,3.543836
18.1810,0.377882,0.479744,-0.019374,0.892191,-1.457378,0.226003,-1.256595,-0.193490,-0.000499,-0.009411,-0.428462,-0.173561,-0.762756,0.586163,-3.030653,8.224700,2.714392,3.405947
18.1910,0.375947,0.479739,-0.019469,0.887885,-1.459079,0.218362,-1.250684,-0.193411,-0.000508,-0.009525,-0.432245,-0.167269,-0.765306,0.595108,-2.956172,8.390875,2.638310,3.267813
18.2010,0.374014,0.479734,-0.019565,0.883542,-1.460718,0.210695,-1.244683,-0.193332,-0.000516,-0.009645,-0.435992,-0.160980,-0.767882,0.604141,-2.879154,8.557998,2.559661,3.129462
18.2110,0.372126,0.479730,-0.019598,0.879145,-1.462158,0.206162,-1.243155,-0.184342,-0.000203,0.005364,-0.441044,-0.140272,-0.161230,-0.239972,-2.230430,11.772093,0.887286,-0.201720
18.2210,0.370333,0.479733,-0.019391,0.874633,-1.463502,0.207547,-1.249015,-0.175264,0.000811,0.034465,-0.461924,-0.128800,0.364789,-0.827283,-2.096277,11.824512,0.838854,-0.217112
18.2310,0.368627,0.479748,-0.018863,0.869850,-1.464711,0.213590,-1.259463,-0.166899,0.002043,0.067977,-0.492462,-0.114301,0.787767,-1.198488,-1.944605,11.887593,0.785375,-0.241734
18.2410,0.367001,0.479775,-0.018000,0.864752,-1.465773,0.223457,-1.272875,-0.159096,0.003239,0.100785,-0.523663,-0.099588,1.140723,-1.443625,-1.787320,11.956715,0.732566,-0.270102
18.2510,0.365451,0.479813,-0.016827,0.859360,-1.466691,0.236565,-1.288294,-0.151763,0.004281,0.130185,-0.551009,-0.085721,1.443477,-1.613595,-1.632349,12.028043,0.684413,-0.298969
18.2610,0.363972,0.479861,-0.015386,0.853727,-1.467478,0.252484,-1.305138,-0.144844,0.005130,0.154889,-0.572409,-0.073057,1.708430,-1.736841,-1.484768,12.098483,0.643444,-0.326381
18.2710,0.362560,0.479916,-0.013725,0.847917,-1.468145,0.270885,-1.323035,-0.138304,0.005782,0.174440,-0.587125,-0.061664,1.943811,-1.829041,-1.347641,12.165680,0.611053,-0.351181
18.2810,0.361211,0.479977,-0.011897,0.841996,-1.468705,0.291505,-1.341725,-0.132120,0.006252,0.188868,-0.595170,-0.051509,2.155429,-1.898634,-1.222590,12.227994,0.587770,-0.372715
18.2910,0.359922,0.480041,-0.009952,0.836029,-1.469169,0.314130,-1.361007,-0.126279,0.006562,0.198485,-0.596973,-0.042518,2.347604,-1.949958,-1.110191,12.284421,0.573470,-0.390662
18.3010,0.358690,0.480108,-0.007934,0.830076,-1.469550,0.338587,-1.380713,-0.120769,0.006735,0.203751,-0.593184,-0.034617,2.523635,-1.985026,-1.010258,12.334497,0.567545,-0.404917
18.3110,0.357511,0.480175,-0.005886,0.824188,-1.469858,0.364727,-1.400683,-0.115584,0.006792,0.205200,-0.584552,-0.027735,2.686049,-2.004541,-0.922065,12.378174,0.569051,-0.415518
18.3210,0.356382,0.480243,-0.003841,0.818409,-1.470102,0.392425,-1.420763,-0.110719,0.006752,0.203386,-0.571852,-0.021810,2.836710,-2.008489,-0.844511,12.415707,0.576818,-0.422585
18.3310,0.355300,0.480310,-0.001831,0.812776,-1.470291,0.421571,-1.440795,-0.106169,0.006630,0.198848,-0.555837,-0.016789,2.976895,-1.996483,-0.776271,12.447541,0.589550,-0.426283
18.3410,0.354262,0.480375,0.000122,0.807318,-1.470436,0.452066,-1.460617,-0.101934,0.006438,0.192090,-0.537211,-0.012623,3.107324,-1.967976,-0.715901,12.474218,0.605895,-0.426791
18.3510,0.353265,0.480438,0.001998,0.802058,-1.470543,0.483812,-1.480061,-0.098009,0.006185,0.183569,-0.516614,-0.009270,3.228204,-1.922392,-0.661933,12.496297,0.624508,-0.424284
18.3610,0.352305,0.480499,0.003780,0.797012,-1.470621,0.516713,-1.498952,-0.094395,0.005877,0.173684,-0.494605,-0.006690,3.339258,-1.859214,-0.612948,12.514301,0.644092,-0.418922
18.3710,0.351379,0.480556,0.005458,0.792192,-1.470677,0.550667,-1.517112,-0.091090,0.005521,0.162779,-0.471666,-0.004848,3.439768,-1.778040,-0.567637,12.528673,0.663426,-0.410843
18.3810,0.350485,0.480609,0.007022,0.787604,-1.470719,0.585564,-1.534361,-0.088092,0.005119,0.151137,-0.448199,-0.003705,3.528625,-1.678636,-0.524841,12.539757,0.681391,-0.400165
18.3910,0.349619,0.480657,0.008467,0.783252,-1.470752,0.621278,-1.550515,-0.085398,0.004675,0.138988,-0.424530,-0.003227,3.604384,-1.560969,-0.483583,12.547793,0.696986,-0.386989
18.4010,0.348779,0.480701,0.009788,0.779137,-1.470785,0.657670,-1.565393,-0.083006,0.004189,0.126514,-0.400913,-0.003379,3.665337,-1.425241,-0.443097,12.552925,0.709339,-0.371409
18.4110,0.347960,0.480741,0.010984,0.775256,-1.470822,0.694582,-1.578817,-0.080910,0.003665,0.113852,-0.377544,-0.004123,3.709589,-1.271920,-0.402835,12.555228,0.717722,-0.353520
18.4210,0.347161,0.480774,0.012052,0.771608,-1.470870,0.731834,-1.590614,-0.079104,0.003102,0.101104,-0.354561,-0.005423,3.735156,-1.101767,-0.362474,12.554737,0.721560,-0.333430
18.4310,0.346379,0.480802,0.012993,0.768186,-1.470934,0.769231,-1.600621,-0.077577,0.002503,0.088343,-0.332061,-0.007239,3.740062,-0.915856,-0.321914,12.551486,0.720445,-0.311276
18.4410,0.345610,0.480823,0.013807,0.764987,-1.471019,0.806554,-1.608689,-0.076320,0.001871,0.075621,-0.310108,-0.009528,3.722462,-0.715586,-0.281263,12.545555,0.714148,-0.287226
18.4510,0.344853,0.480839,0.014493,0.762004,-1.471129,0.843569,-1.614684,-0.075316,0.001206,0.062977,-0.288742,-0.012243,3.680753,-0.502691,-0.240812,12.537102,0.702632,-0.261495
18.4610,0.344104,0.480847,0.015054,0.759231,-1.471268,0.880029,-1.618490,-0.074550,0.000514,0.050443,-0.267992,-0.015334,3.613700,-0.279228,-0.201009,12.526396,0.686055,-0.234347
18.4710,0.343362,0.480848,0.015490,0.756662,-1.471440,0.915676,-1.620013,-0.074005,-0.000202,0.038050,-0.247880,-0.018744,3.520546,-0.047554,-0.162414,12.513838,0.664777,-0.206093
18.4810,0.342624,0.480842,0.015803,0.754291,-1.471647,0.950246,-1.619187,-0.073661,-0.000935,0.025831,-0.228438,-0.022411,3.401116,0.189707,-0.125662,12.499960,0.639351,-0.177087
18.4910,0.341888,0.480829,0.015995,0.752110,-1.471892,0.983479,-1.615971,-0.073499,-0.001680,0.013828,-0.209706,-0.026265,3.255885,0.429723,-0.091411,12.485408,0.610510,-0.147716
18.5010,0.341153,0.480808,0.016069,0.750113,-1.472177,1.015124,-1.610354,-0.073502,-0.002427,0.002087,-0.191742,-0.030234,3.086026,0.669518,-0.060301,12.470912,0.579140,-0.118384
18.5110,0.340418,0.480779,0.016026,0.748290,-1.472501,1.044942,-1.602354,-0.073654,-0.003167,-0.009334,-0.174623,-0.034238,2.893413,0.906050,-0.032917,12.457241,0.546245,-0.089495
18.5210,0.339679,0.480744,0.015872,0.746634,-1.472865,1.072721,-1.592021,-0.073942,-0.003892,-0.020375,-0.158442,-0.038196,2.680589,1.136295,-0.009751,12.445143,0.512906,-0.061431
18.5310,0.338938,0.480701,0.015610,0.745133,-1.473268,1.098275,-1.579433,-0.074358,-0.004590,-0.030968,-0.143313,-0.042022,2.450686,1.357331,0.008813,12.435299,0.480228,-0.034537
18.5410,0.338191,0.480651,0.015244,0.743778,-1.473709,1.121453,-1.564699,-0.074897,-0.005250,-0.041048,-0.129358,-0.045634,2.207319,1.566415,0.022513,12.428270,0.449289,-0.009107
18.5510,0.337439,0.480595,0.014781,0.742555,-1.474184,1.142142,-1.547951,-0.075558,-0.005863,-0.050548,-0.116708,-0.048951,1.954447,1.761051,0.031215,12.424465,0.421096,0.014633
18.5610,0.336679,0.480534,0.014226,0.741451,-1.474690,1.160269,-1.529347,-0.076345,-0.006418,-0.059411,-0.105493,-0.051895,1.696223,1.939041,0.034912,12.424120,0.396531,0.036520
18.5710,0.335911,0.480467,0.013586,0.740451,-1.475223,1.175804,-1.509064,-0.077264,-0.006906,-0.067586,-0.095839,-0.054396,1.436832,2.098513,0.033714,12.427296,0.376321,0.056455
18.5810,0.335132,0.480395,0.012869,0.739537,-1.475778,1.188757,-1.487295,-0.078325,-0.007319,-0.075036,-0.087858,-0.056391,1.180347,2.237937,0.027839,12.433893,0.361011,0.074396
18.5910,0.334343,0.480320,0.012081,0.738695,-1.476350,1.199180,-1.464248,-0.079539,-0.007651,-0.081732,-0.081646,-0.057828,0.930590,2.356115,0.017609,12.443672,0.350945,0.090343
18.6010,0.333540,0.480242,0.011231,0.737904,-1.476934,1.207159,-1.440140,-0.080920,-0.007896,-0.087664,-0.077278,-0.058660,0.691029,2.452156,0.003429,12.456289,0.346266,0.104320
18.6110,0.332722,0.480162,0.010325,0.737146,-1.477522,1.212812,-1.415196,-0.082479,-0.008050,-0.092832,-0.074808,-0.058853,0.464694,2.525442,-0.014214,12.471329,0.346925,0.116362
18.6210,0.331888,0.480081,0.009372,0.736403,-1.478108,1.216287,-1.389647,-0.084229,-0.008111,-0.097247,-0.074264,-0.058380,0.254127,2.575583,-0.034774,12.488343,0.352694,0.126502
18.6310,0.331035,0.480000,0.008378,0.735654,-1.478686,1.217753,-1.363724,-0.086181,-0.008078,-0.100936,-0.075655,-0.057222,0.061360,2.602367,-0.057653,12.506881,0.363201,0.134753
18.6410,0.330161,0.479920,0.007352,0.734881,-1.479249,1.217396,-1.337663,-0.088346,-0.007952,-0.103931,-0.078968,-0.055365,-0.112080,2.605716,-0.082223,12.526511,0.377950,0.141104
18.6510,0.329265,0.479842,0.006299,0.734064,-1.479789,1.215416,-1.311697,-0.090732,-0.007732,-0.106276,-0.084172,-0.052803,-0.265151,2.585646,-0.107838,12.546845,0.396364,0.145514
18.6610,0.328344,0.479766,0.005226,0.733185,-1.480300,1.212020,-1.286060,-0.093347,-0.007422,-0.108015,-0.091224,-0.049530,-0.397255,2.542225,-0.133854,12.567548,0.417815,0.147912
18.6710,0.327395,0.479694,0.004139,0.732225,-1.480774,1.207420,-1.260985,-0.096196,-0.007023,-0.109202,-0.100070,-0.045546,-0.508190,2.475552,-0.159642,12.588342,0.441651,0.148199
18.6810,0.326416,0.479626,0.003043,0.731168,-1.481204,1.201827,-1.236705,-0.099284,-0.006537,-0.109889,-0.110649,-0.040848,-0.598098,2.385739,-0.184597,12.609011,0.467225,0.146250
18.6910,0.325405,0.479564,0.001943,0.729995,-1.481583,1.195448,-1.213449,-0.102615,-0.005970,-0.110129,-0.122898,-0.035438,-0.667417,2.272901,-0.208150,12.629387,0.493908,0.141925
18.7010,0.324359,0.479508,0.000842,0.728692,-1.481905,1.188486,-1.191448,-0.106194,-0.005323,-0.109973,-0.136754,-0.029314,-0.716828,2.137159,-0.229764,12.649350,0.521102,0.135065
18.7110,0.323277,0.479459,-0.000255,0.727241,-1.482161,1.181135,-1.170929,-0.110024,-0.004600,-0.109472,-0.152153,-0.022477,-0.747226,1.978654,-0.248930,12.668815,0.548234,0.125508
18.7210,0.322154,0.479417,-0.001346,0.725627,-1.482345,1.173580,-1.152120,-0.114108,-0.003806,-0.108672,-0.169039,-0.014928,-0.759687,1.797558,-0.265157,12.687721,0.574752,0.113084
18.7310,0.320989,0.479384,-0.002427,0.723837,-1.482449,1.165993,-1.135245,-0.118450,-0.002946,-0.107619,-0.187356,-0.006668,-0.755457,1.594110,-0.277955,12.706017,0.600107,0.097624
18.7410,0.319780,0.479359,-0.003497,0.721857,-1.482467,1.158534,-1.120526,-0.123055,-0.002024,-0.106354,-0.207050,0.002299,-0.735951,1.368644,-0.286821,12.723656,0.623737,0.078962
18.7510,0.318521,0.479351,-0.004553,0.719634,-1.482331,1.151819,-1.109375,-0.128288,0.000527,-0.105173,-0.235036,0.023454,-0.605491,0.881223,-0.369407,13.044188,0.768179,0.012150
18.7610,0.317208,0.479372,-0.005599,0.717130,-1.481981,1.146379,-1.102720,-0.133647,0.003214,-0.103970,-0.262889,0.044168,-0.500526,0.513853,-0.369755,12.944321,0.769361,0.014101
18.7710,0.315842,0.479417,-0.006629,0.714348,-1.481434,1.141771,-1.098954,-0.139108,0.005467,-0.102201,-0.290710,0.063001,-0.432631,0.280085,-0.367395,12.851063,0.770423,0.015115
18.7810,0.314420,0.479481,-0.007638,0.711288,-1.480712,1.137705,-1.097030,-0.144733,0.007234,-0.099687,-0.318558,0.079254,-0.388008,0.130435,-0.361610,12.768268,0.770970,0.015471
18.7910,0.312941,0.479561,-0.008618,0.707949,-1.479843,1.134000,-1.096293,-0.150567,0.008525,-0.096455,-0.346518,0.092903,-0.357925,0.033586,-0.352261,12.697437,0.771028,0.015397
18.8010,0.311402,0.479652,-0.009562,0.704329,-1.478850,1.130542,-1.096328,-0.156640,0.009385,-0.092633,-0.374668,0.104233,-0.336921,-0.029976,-0.339428,12.638666,0.770708,0.015046
18.8110,0.309801,0.479748,-0.010465,0.700426,-1.477754,1.127263,-1.096903,-0.162991,0.009868,-0.088242,-0.403270,0.113651,-0.320431,-0.086203,-0.302998,12.604492,0.751351,-0.001347
18.8210,0.308135,0.479848,-0.011321,0.696233,-1.476572,1.124135,-1.098111,-0.169640,0.010052,-0.083590,-0.432360,0.121722,-0.307553,-0.144112,-0.288649,12.564925,0.755904,0.001425
18.8310,0.306401,0.479949,-0.012133,0.691750,-1.475315,1.121108,-1.099743,-0.176576,0.009996,-0.079157,-0.461445,0.128885,-0.299269,-0.175835,-0.270887,12.533670,0.759311,0.003491
18.8410,0.304595,0.480047,-0.012900,0.686974,-1.473990,1.118149,-1.101600,-0.183824,0.009733,-0.074893,-0.490824,0.135437,-0.293231,-0.191959,-0.249824,12.510175,0.761800,0.005005
18.8510,0.302716,0.480142,-0.013627,0.681902,-1.472601,1.115245,-1.103563,-0.191407,0.009298,-0.070798,-0.520728,0.141701,-0.288137,-0.198887,-0.225640,12.493552,0.763588,0.006100
18.8610,0.300758,0.480232,-0.014313,0.676527,-1.471149,1.112391,-1.105564,-0.199345,0.008725,-0.066901,-0.551339,0.147991,-0.283293,-0.200471,-0.198521,12.482798,0.764852,0.006880
18.8710,0.298719,0.480316,-0.014962,0.670841,-1.469633,1.109585,-1.107563,-0.207656,0.008045,-0.063237,-0.582813,0.154599,-0.278359,-0.199024,-0.168637,12.476909,0.765727,0.007424
18.8810,0.296595,0.480392,-0.015575,0.664835,-1.468048,1.106829,-1.109537,-0.216360,0.007280,-0.059841,-0.615287,0.161789,-0.273191,-0.195945,-0.136130,12.474947,0.766310,0.007788
18.8910,0.294382,0.480461,-0.016156,0.658499,-1.466387,1.104127,-1.111475,-0.225476,0.006449,-0.056747,-0.648887,0.169798,-0.267771,-0.191965,-0.101285,12.475935,0.766819,0.008153
18.9010,0.292075,0.480520,-0.016708,0.651819,-1.464641,1.101480,-1.113369,-0.235022,0.005565,-0.053978,-0.683731,0.178834,-0.262173,-0.187145,-0.064110,12.479148,0.767211,0.008503
18.9110,0.289670,0.480571,-0.017234,0.644784,-1.462797,1.098890,-1.115213,-0.245019,0.004635,-0.051546,-0.719947,0.189089,-0.256420,-0.182137,-0.024441,12.484119,0.767319,0.008670
18.9210,0.287163,0.480612,-0.017738,0.637378,-1.460843,1.096357,-1.117008,-0.255486,0.003663,-0.049451,-0.757669,0.200738,-0.250647,-0.177532,0.018143,12.490328,0.766636,0.008480
18.9310,0.284548,0.480643,-0.018223,0.629586,-1.458764,1.093881,-1.118764,-0.266447,0.002650,-0.047677,-0.797047,0.213950,-0.245182,-0.174367,0.064556,12.497708,0.764246,0.007359
18.9410,0.281821,0.480664,-0.018691,0.621391,-1.456544,1.091457,-1.120503,-0.277923,0.001594,-0.046220,-0.838223,0.228896,-0.240283,-0.174053,0.113852,12.505682,0.761230,0.005748
18.9510,0.278996,0.480670,-0.019048,0.612823,-1.454337,1.085726,-1.115085,-0.280209,-0.001648,-0.038234,-0.825885,0.194017,0.083747,-1.112558,3.784317,7.675552,-5.421971,1.751062
18.9610,0.276256,0.480644,-0.019248,0.604447,-1.452325,1.086261,-1.126395,-0.269080,-0.003427,-0.007012,-0.843782,0.206035,0.005689,-1.068690,3.780941,8.149943,-5.238955,1.549779
18.9710,0.273620,0.480602,-0.019205,0.595996,-1.450239,1.085982,-1.136606,-0.259347,-0.004648,0.012159,-0.844377,0.210172,-0.049287,-0.988823,3.696250,8.395701,-4.972580,1.546253
18.9810,0.271074,0.480551,-0.019015,0.587588,-1.448124,1.085320,-1.146199,-0.250867,-0.005388,0.023644,-0.837259,0.212578,-0.077471,-0.937512,3.612484,8.583252,-4.735370,1.559842
18.9910,0.268607,0.480495,-0.018740,0.579273,-1.445982,1.084446,-1.155346,-0.243493,-0.005746,0.029959,-0.826356,0.215578,-0.094339,-0.897044,3.616700,8.758317,-4.609410,1.530909
19.0010,0.266208,0.480437,-0.018423,0.571078,-1.443805,1.083437,-1.164117,-0.237083,-0.005820,0.032632,-0.813720,0.219735,-0.105685,-0.861309,3.641542,8.899418,-4.523712,1.503116
19.0110,0.263868,0.480380,-0.018094,0.563013,-1.441579,1.082333,-1.172547,-0.231512,-0.005687,0.032820,-0.800567,0.225015,-0.114063,-0.828351,3.673158,9.007053,-4.461399,1.484198
19.0210,0.261580,0.480324,-0.017773,0.555079,-1.439295,1.081155,-1.180659,-0.226672,-0.005410,0.031352,-0.787608,0.231204,-0.120691,-0.797589,3.708402,9.085438,-4.416813,1.474794
19.0310,0.259337,0.480272,-0.017473,0.547271,-1.436946,1.079916,-1.188475,-0.222468,-0.005040,0.028833,-0.775280,0.238070,-0.126229,-0.768864,3.746356,9.138914,-4.386926,1.474198
19.0410,0.257133,0.480224,-0.017201,0.539582,-1.434525,1.078627,-1.196015,-0.218816,-0.004615,0.025704,-0.763850,0.245409,-0.131078,-0.742125,3.786142,9.171127,-4.369069,1.481824
19.0510,0.254963,0.480180,-0.016963,0.532002,-1.432029,1.077292,-1.203299,-0.215644,-0.004166,0.022285,-0.753469,0.253059,-0.135503,-0.717320,3.826996,9.185162,-4.360962,1.497146
19.0610,0.252822,0.480141,-0.016759,0.524519,-1.429456,1.075914,-1.210344,-0.212889,-0.003713,0.018802,-0.744220,0.260900,-0.139686,-0.694373,3.865720,9.182572,-4.358110,1.521391
19.0710,0.250706,0.480106,-0.016590,0.517122,-1.426803,1.074494,-1.217170,-0.210497,-0.003273,0.015415,-0.736118,0.268838,-0.143759,-0.673193,3.904104,9.166523,-4.361203,1.552549
19.0810,0.248613,0.480076,-0.016453,0.509800,-1.424071,1.073034,-1.223793,-0.208420,-0.002856,0.012220,-0.729133,0.276808,-0.147802,-0.653665,3.942345,9.139151,-4.369503,1.589767
19.0910,0.246539,0.480049,-0.016348,0.502542,-1.421259,1.071534,-1.230230,-0.206615,-0.002470,0.009279,-0.723209,0.284761,-0.151871,-0.635666,3.980412,9.102180,-4.382187,1.632423
19.1010,0.244481,0.480027,-0.016270,0.495338,-1.418368,1.069993,-1.236494,-0.205048,-0.002119,0.006621,-0.718273,0.292666,-0.155998,-0.619065,4.018110,9.056998,-4.398386,1.680075
19.1110,0.242439,0.480007,-0.016217,0.488178,-1.415398,1.068410,-1.242599,-0.203687,-0.001805,0.004258,-0.714250,0.300509,-0.160203,-0.603731,4.054769,9.004571,-4.416855,1.732661
19.1210,0.240408,0.479991,-0.016186,0.481054,-1.412350,1.066784,-1.248558,-0.202504,-0.001528,0.002187,-0.711058,0.308281,-0.164496,-0.589538,4.090246,8.945887,-4.436963,1.789822
19.1310,0.238389,0.479977,-0.016174,0.473958,-1.409225,1.065115,-1.254380,-0.201475,-0.001287,0.000390,-0.708589,0.315968,-0.168878,-0.576375,4.131238,8.884469,-4.464995,1.846708
19.1410,0.236379,0.479965,-0.016179,0.466883,-1.406024,1.063402,-1.260075,-0.200579,-0.001083,-0.001184,-0.706692,0.323545,-0.173301,-0.564134,4.181171,8.822456,-4.504052,1.900673
19.1510,0.234378,0.479955,-0.016198,0.459824,-1.402747,1.061644,-1.265653,-0.199796,-0.000913,-0.002550,-0.705336,0.331040,-0.177762,-0.552688,4.228152,8.755794,-4.541940,1.959278
19.1610,0.232384,0.479947,-0.016231,0.452775,-1.399396,1.059842,-1.271120,-0.199112,-0.000772,-0.003719,-0.704474,0.338469,-0.182273,-0.541939,4.272150,8.684988,-4.578365,2.022251
19.1710,0.230396,0.479940,-0.016273,0.445733,-1.395970,1.057994,-1.276484,-0.198514,-0.000658,-0.004705,-0.704057,0.345850,-0.186839,-0.531799,4.313187,8.610488,-4.613121,2.089320
19.1810,0.228414,0.479934,-0.016325,0.438693,-1.392471,1.056101,-1.281748,-0.197991,-0.000567,-0.005527,-0.704039,0.353199,-0.191460,-0.522191,4.351312,8.532689,-4.646068,2.160219
19.1910,0.226437,0.479929,-0.016384,0.431651,-1.388899,1.054160,-1.286920,-0.197532,-0.000496,-0.006201,-0.704374,0.360530,-0.196135,-0.513043,4.386588,8.451937,-4.677106,2.234695
